DES_PIANO_TARIFFARIO_BILLING;DES_MACRO_STATO;CICLO_VITA_SIM_gg;gg_DA_ULTIMA_CHIAMATA;gg_DA_ULTIMA_RICARICA;DES_CANALE_VENDITA;MINUTI_FEB;MINUTI_GEN;MINUTI_DIC;VIDEO_FEB;VIDEO_GEN;VIDEO_DIC;MESSAGGI_FEB;MESSAGGI_GEN;MESSAGGI_DIC;WEB_FEB;WEB_GEN;WEB_DIC
TuaMatic;0;312;2;365;FRANCHISING;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;312;26;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;263;50;60;GDO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;312;55;143;FRANCHISING;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO
TuaMatic;1;292;21;59;SHOP IN SHOP;ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;2;365;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;249;69;62;DISTRIBUTOR;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;ALTO;BASSO
TuaMatic;0;312;2;365;DISTRIBUTOR;ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;312;2;58;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;270;43;59;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;271;56;61;NATIONAL CHAIN;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;312;3;365;NATIONAL CHAIN;MOLTO ALTO;ALTO;ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;289;27;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;312;47;170;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;79;92;SHOP IN SHOP;BASSO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;22;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;2;365;FLAGSHIP;MOLTO ALTO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;2;365;SHOP IN SHOP;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;261;53;60;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;300;13;365;FRANCHISING;MEDIO;MEDIO;ALTO;BASSO;BASSO;MEDIO;MEDIO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;292;21;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;312;5;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;312;122;59;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;312;30;116;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;275;49;56;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;312;14;365;NATIONAL CHAIN;ALTO;MOLTO ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;298;37;62;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;30;93;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;254;59;59;FRANCHISING;ALTO;MEDIO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;312;2;365;NATIONAL CHAIN;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;296;28;365;SHOP IN SHOP;MEDIO;ALTO;MEDIO;BASSO;ALTO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;6;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;290;38;60;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;283;29;365;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;247;65;60;NATIONAL CHAIN;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;3;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;36;142;FRANCHISING;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;2;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;285;27;365;NATIONAL CHAIN;MOLTO ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;41;60;FRANCHISING;ALTO;ALTO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;64;77;FLAGSHIP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;243;69;59;GDO;ALTO;ALTO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;311;2;365;FLAGSHIP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;288;26;365;DISTRIBUTOR;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;274;38;60;FRANCHISING;BASSO;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;289;132;152;SHOP IN SHOP;BASSO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;21;365;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;296;16;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;76;305;GDO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;2;365;SHOP IN SHOP;MOLTO ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;9;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;0;309;2;365;NATIONAL CHAIN;MOLTO ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;2;365;FLAGSHIP;MEDIO;ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;2;365;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;289;45;175;NATIONAL CHAIN;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;3;365;FLAGSHIP;ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;29;365;FRANCHISING;MEDIO;MEDIO;MEDIO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;303;9;365;SHOP IN SHOP;BASSO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO
TuaMatic;1;276;43;61;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;311;79;62;FRANCHISING;ALTO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;310;7;365;SHOP IN SHOP;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;8;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;292;20;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;311;18;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;310;41;90;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;252;73;195;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;281;30;365;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO
TuaMatic;1;283;28;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;297;13;365;FRANCHISING;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO
TuaMatic;0;310;61;61;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;252;59;365;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;310;2;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;310;70;61;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;310;12;60;FRANCHISING;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;262;52;59;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;310;4;365;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;310;34;145;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;248;66;59;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;270;41;58;DISTRIBUTOR;ALTO;ALTO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;247;93;60;SHOP IN SHOP;MEDIO;ALTO;BASSO;ALTO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;310;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;310;7;365;GDO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;310;5;365;FLAGSHIP;MEDIO;BASSO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;275;40;90;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;1;296;26;57;FRANCHISING;BASSO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;283;28;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;310;3;365;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;297;32;62;FRANCHISING;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;310;23;60;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;310;36;62;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;281;89;60;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;310;65;60;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;310;34;60;FRANCHISING;BASSO;BASSO;MEDIO;BASSO;BASSO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;273;40;63;FRANCHISING;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;291;21;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;274;41;61;GDO;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;273;37;60;FRANCHISING;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;259;51;61;FLAGSHIP;MEDIO;MEDIO;MEDIO;BASSO;ALTO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;286;30;57;NATIONAL CHAIN;MEDIO;ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;58;62;SHOP IN SHOP;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;7;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;276;37;60;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;ALTO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;246;83;88;FRANCHISING;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;309;57;60;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;288;23;61;SHOP IN SHOP;ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;275;39;57;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;258;54;60;SHOP IN SHOP;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;279;60;61;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;266;44;59;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;300;18;365;SHOP IN SHOP;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;3;365;DISTRIBUTOR;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;ALTO
SuperTua;1;246;73;57;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO
TuaMatic;0;309;2;365;FLAGSHIP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;3;365;SHOP IN SHOP;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;309;61;65;FRANCHISING;ALTO;MOLTO ALTO;ALTO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;FRANCHISING;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO
TuaMatic;0;309;7;365;NATIONAL CHAIN;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;8;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;294;17;56;NATIONAL CHAIN;MEDIO;ALTO;ALTO;BASSO;MEDIO;MEDIO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;FLAGSHIP;ALTO;BASSO;MEDIO;ALTO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;72;269;NATIONAL CHAIN;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;40;116;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;48;270;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;37;241;DISTRIBUTOR;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;NATIONAL CHAIN;ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;300;11;57;SHOP IN SHOP;MEDIO;MEDIO;ALTO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;6;365;FRANCHISING;ALTO;ALTO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;244;76;57;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;280;32;365;SHOP IN SHOP;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;43;60;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;289;21;60;FLAGSHIP;ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;11;365;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;59;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;10;365;SHOP IN SHOP;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;2;365;FRANCHISING;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;309;3;365;DISTRIBUTOR;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;309;63;63;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;248;64;61;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;309;47;60;SHOP IN SHOP;ALTO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;274;50;110;SHOP IN SHOP;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;294;18;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;274;38;60;FRANCHISING;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;309;86;106;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;246;63;59;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
