DES_PIANO_TARIFFARIO_BILLING;DES_MACRO_STATO;CICLO_VITA_SIM_gg;gg_DA_ULTIMA_CHIAMATA;gg_DA_ULTIMA_RICARICA;DES_CANALE_VENDITA;MINUTI_FEB;MINUTI_GEN;MINUTI_DIC;VIDEO_FEB;VIDEO_GEN;VIDEO_DIC;MESSAGGI_FEB;MESSAGGI_GEN;MESSAGGI_DIC;WEB_FEB;WEB_GEN;WEB_DIC
TuaMatic;1;361;57;62;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;326;36;64;FRANCHISING;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO
TuaMatic;0;360;2;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;360;2;365;SHOP IN SHOP;ALTO;MEDIO;BASSO;ALTO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;360;10;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;296;74;180;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;298;72;63;NATIONAL CHAIN;ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;360;8;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;360;4;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;360;8;365;SHOP IN SHOP;MEDIO;ALTO;MEDIO;MEDIO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;1;339;21;54;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;MEDIO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;359;2;365;SHOP IN SHOP;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
SuperTua;1;317;44;365;SHOP IN SHOP;ALTO;MEDIO;ALTO;MEDIO;MEDIO;ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;359;4;365;DISTRIBUTOR;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;301;59;63;DISTRIBUTOR;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;359;2;365;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;295;63;63;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;358;38;358;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;358;3;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;358;7;365;FRANCHISING;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;300;60;62;NATIONAL CHAIN;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;357;62;92;SHOP IN SHOP;MEDIO;ALTO;MEDIO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;342;16;63;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;357;2;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;357;9;63;SHOP IN SHOP;ALTO;MEDIO;ALTO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;357;4;365;SHOP IN SHOP;ALTO;ALTO;ALTO;MEDIO;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;320;42;62;FRANCHISING;ALTO;ALTO;ALTO;BASSO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;340;25;58;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;328;51;58;DISTRIBUTOR;BASSO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;355;13;365;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;355;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;ALTO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;355;11;365;SHOP IN SHOP;MEDIO;ALTO;MEDIO;BASSO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;332;30;63;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;3;365;NATIONAL CHAIN;ALTO;ALTO;ALTO;BASSO;MEDIO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;355;13;365;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;MEDIO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;318;40;62;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;ALTO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;355;67;208;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;355;82;208;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;355;2;365;SHOP IN SHOP;MEDIO;ALTO;ALTO;MEDIO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;294;62;63;FRANCHISING;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;355;35;303;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;355;3;62;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;354;47;178;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;2;365;SHOP IN SHOP;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;15;290;FRANCHISING;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;321;40;63;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;354;28;365;SHOP IN SHOP;MEDIO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;346;17;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;314;51;56;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;ALTO;MEDIO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;354;14;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;289;66;55;SHOP IN SHOP;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;354;56;63;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;311;44;63;SHOP IN SHOP;MEDIO;ALTO;MOLTO ALTO;BASSO;ALTO;ALTO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;353;2;365;NATIONAL CHAIN;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;6;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;327;35;146;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;24;92;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;292;62;63;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;354;2;365;SHOP IN SHOP;ALTO;ALTO;MOLTO ALTO;BASSO;MEDIO;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;353;88;59;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;302;52;63;NATIONAL CHAIN;MEDIO;MEDIO;ALTO;BASSO;ALTO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;353;73;92;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;323;32;55;SHOP IN SHOP;ALTO;MEDIO;BASSO;MEDIO;BASSO;BASSO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;10;365;SHOP IN SHOP;MEDIO;BASSO;MEDIO;BASSO;ALTO;ALTO;BASSO;MEDIO;ALTO;ALTO;BASSO;ALTO
TuaMatic;1;304;63;62;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;353;55;208;FLAGSHIP;BASSO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;9;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;118;223;SHOP IN SHOP;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;353;19;365;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;54;63;DISTRIBUTOR;MEDIO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;318;36;63;SHOP IN SHOP;MOLTO ALTO;MEDIO;MOLTO ALTO;MEDIO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;353;6;365;DISTRIBUTOR;MEDIO;BASSO;MEDIO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;9;92;SHOP IN SHOP;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;320;35;60;FRANCHISING;ALTO;ALTO;ALTO;ALTO;ALTO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;338;18;218;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;2;365;FRANCHISING;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;302;52;62;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;303;53;63;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;MEDIO;BASSO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;353;84;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;107;270;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;110;353;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;323;31;62;FRANCHISING;ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;334;21;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;353;11;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;87;112;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;49;270;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;353;7;62;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;352;45;115;SHOP IN SHOP;ALTO;BASSO;MEDIO;BASSO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;352;6;365;SHOP IN SHOP;MOLTO ALTO;ALTO;ALTO;BASSO;ALTO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;289;64;62;FLAGSHIP;MOLTO ALTO;ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;340;56;61;FRANCHISING;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;352;2;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;352;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;352;33;208;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;302;60;62;FRANCHISING;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;303;63;63;FRANCHISING;MEDIO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;291;62;63;SHOP IN SHOP;ALTO;ALTO;MOLTO ALTO;MEDIO;MEDIO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;319;34;61;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;352;121;145;FRANCHISING;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;344;12;62;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;337;17;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;319;55;62;FRANCHISING;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
SuperTua;0;352;2;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;ALTO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;352;9;365;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;352;2;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;MEDIO
SuperTua;1;315;37;63;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;332;23;365;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;316;37;63;SHOP IN SHOP;ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;352;75;63;SHOP IN SHOP;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;2;365;SHOP IN SHOP;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;338;14;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;BASSO;MEDIO;ALTO;BASSO;ALTO;BASSO
TuaMatic;1;289;68;61;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;351;59;160;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;61;208;NATIONAL CHAIN;BASSO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;114;187;FLAGSHIP;ALTO;BASSO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;2;365;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;293;59;63;SHOP IN SHOP;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;337;18;63;SHOP IN SHOP;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;351;2;365;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;308;44;62;NATIONAL CHAIN;ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;293;59;60;FRANCHISING;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;338;14;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;2;365;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;9;145;FLAGSHIP;BASSO;BASSO;BASSO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;351;9;365;SHOP IN SHOP;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;350;2;365;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;341;48;350;FRANCHISING;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;350;53;208;SHOP IN SHOP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;350;3;365;FRANCHISING;BASSO;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;315;36;167;FRANCHISING;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;316;40;60;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;350;48;62;SHOP IN SHOP;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;350;2;365;SHOP IN SHOP;MOLTO ALTO;ALTO;MOLTO ALTO;MEDIO;ALTO;ALTO;MEDIO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;350;26;365;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;302;55;62;SHOP IN SHOP;MEDIO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;350;34;63;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;287;64;63;NATIONAL CHAIN;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;ALTO;BASSO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO
TuaMatic;0;350;25;365;FLAGSHIP;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;350;3;365;SHOP IN SHOP;ALTO;ALTO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;350;10;365;NATIONAL CHAIN;MOLTO ALTO;ALTO;MEDIO;MEDIO;BASSO;MEDIO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;328;37;145;FRANCHISING;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;329;22;365;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MEDIO;BASSO;BASSO;BASSO;ALTO;MEDIO;MEDIO;BASSO;BASSO;BASSO
SuperTua;0;350;12;365;FLAGSHIP;MOLTO ALTO;MOLTO ALTO;MEDIO;MEDIO;ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;316;35;61;SHOP IN SHOP;MOLTO ALTO;MOLTO ALTO;MOLTO ALTO;BASSO;BASSO;ALTO;ALTO;MEDIO;ALTO;BASSO;BASSO;BASSO
TuaMatic;1;335;16;365;FRANCHISING;MOLTO ALTO;ALTO;ALTO;BASSO;BASSO;BASSO;ALTO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;0;350;5;92;FRANCHISING;MEDIO;BASSO;MEDIO;BASSO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;0;350;7;365;FRANCHISING;MEDIO;ALTO;MEDIO;BASSO;BASSO;BASSO;BASSO;ALTO;MEDIO;BASSO;BASSO;BASSO
TuaMatic;1;299;56;63;SHOP IN SHOP;MEDIO;MEDIO;MEDIO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO;BASSO
TuaMatic;1;300;83;63;SHOP IN SHOP;ALTO;ALTO;MOLTO ALTO;BASSO;MEDIO;MEDIO;ALTO;BASSO;MEDIO;BASSO;BASSO;BASSO
